Year,ICD Code,Description,Link,Cleaned Description
2024,M80.0B1D,"M80.0B1D Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with routine healing",,"Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with routine healing"
2024,M80.0B1G,"M80.0B1G Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with delayed healing",,"Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with delayed healing"
2024,M80.0B1K,"M80.0B1K Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with nonunion",,"Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with nonunion"
2024,M80.0B1P,"M80.0B1P Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion",,"Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion"
2024,M80.0B1S,"M80.0B1S Age-related osteoporosis with current pathological fracture, right pelvis, sequela",,"Age-related osteoporosis with current pathological fracture, right pelvis, sequela"
2024,M80.0B2,"M80.0B2 Age-related osteoporosis with current pathological fracture, left pelvis",,"Age-related osteoporosis with current pathological fracture, left pelvis"
2024,M80.0B2A,"M80.0B2A Age-related osteoporosis with current pathological fracture, left pelvis, initial encounter for fracture",,"Age-related osteoporosis with current pathological fracture, left pelvis, initial encounter for fracture"
2024,M80.0B2D,"M80.0B2D Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with routine healing",,"Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with routine healing"
2024,M80.0B2G,"M80.0B2G Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with delayed healing",,"Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with delayed healing"
2024,M80.0B2K,"M80.0B2K Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with nonunion",,"Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with nonunion"
2024,M80.0B2P,"M80.0B2P Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with malunion",,"Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with malunion"
2024,M80.0B2S,"M80.0B2S Age-related osteoporosis with current pathological fracture, left pelvis, sequela",,"Age-related osteoporosis with current pathological fracture, left pelvis, sequela"
2024,M80.0B9,"M80.0B9 Age-related osteoporosis with current pathological fracture, unspecified pelvis",,"Age-related osteoporosis with current pathological fracture, unspecified pelvis"
2024,M80.0B9A,"M80.0B9A Age-related osteoporosis with current pathological fracture, unspecified pelvis, initial encounter for fracture",,"Age-related osteoporosis with current pathological fracture, unspecified pelvis, initial encounter for fracture"
2024,M80.0B9D,"M80.0B9D Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with routine healing",,"Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with routine healing"
2024,M80.0B9G,"M80.0B9G Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with delayed healing",,"Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with delayed healing"
2024,M80.0B9K,"M80.0B9K Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with nonunion",,"Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with nonunion"
2024,M80.0B9P,"M80.0B9P Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with malunion",,"Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with malunion"
2024,M80.0B9S,"M80.0B9S Age-related osteoporosis with current pathological fracture, unspecified pelvis, sequela",,"Age-related osteoporosis with current pathological fracture, unspecified pelvis, sequela"
2024,M80.8B,"M80.8B Other osteoporosis with current pathological fracture, pelvis",,"Other osteoporosis with current pathological fracture, pelvis"
2024,M80.8B1,"M80.8B1 Other osteoporosis with current pathological fracture, right pelvis",,"Other osteoporosis with current pathological fracture, right pelvis"
2024,M80.8B1A,"M80.8B1A Other osteoporosis with current pathological fracture, right pelvis, initial encounter for fracture",,"Other osteoporosis with current pathological fracture, right pelvis, initial encounter for fracture"
2024,M80.8B1D,"M80.8B1D Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with routine healing",,"Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with routine healing"
2024,M80.8B1G,"M80.8B1G Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with delayed healing",,"Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with delayed healing"
2024,M80.8B1K,"M80.8B1K Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with nonunion",,"Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with nonunion"
2024,M80.8B1P,"M80.8B1P Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion",,"Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion"
2024,M80.8B1S,"M80.8B1S Other osteoporosis with current pathological fracture, right pelvis, sequela",,"Other osteoporosis with current pathological fracture, right pelvis, sequela"
2024,M80.8B2,"M80.8B2 Other osteoporosis with current pathological fracture, left pelvis",,"Other osteoporosis with current pathological fracture, left pelvis"
2024,M80.8B2A,"M80.8B2A Other osteoporosis with current pathological fracture, left pelvis, initial encounter for fracture",,"Other osteoporosis with current pathological fracture, left pelvis, initial encounter for fracture"
2024,M80.8B2D,"M80.8B2D Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with routine healing",,"Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with routine healing"
2024,M80.8B2G,"M80.8B2G Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with delayed healing",,"Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with delayed healing"
2024,M80.8B2K,"M80.8B2K Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with nonunion",,"Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with nonunion"
2024,M80.8B2P,"M80.8B2P Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with malunion",,"Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with malunion"
2024,M80.8B2S,"M80.8B2S Other osteoporosis with current pathological fracture, left pelvis, sequela",,"Other osteoporosis with current pathological fracture, left pelvis, sequela"
2024,M80.8B9,"M80.8B9 Other osteoporosis with current pathological fracture, unspecified pelvis",,"Other osteoporosis with current pathological fracture, unspecified pelvis"
2024,M80.8B9A,"M80.8B9A Other osteoporosis with current pathological fracture, unspecified pelvis, initial encounter for fracture",,"Other osteoporosis with current pathological fracture, unspecified pelvis, initial encounter for fracture"
2024,M80.8B9D,"M80.8B9D Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with routine healing",,"Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with routine healing"
2024,M80.8B9G,"M80.8B9G Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with delayed healing",,"Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with delayed healing"
2024,M80.8B9K,"M80.8B9K Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with nonunion",,"Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with nonunion"
2024,M80.8B9P,"M80.8B9P Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with malunion",,"Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with malunion"
2024,M80.8B9S,"M80.8B9S Other osteoporosis with current pathological fracture, unspecified pelvis, sequela",,"Other osteoporosis with current pathological fracture, unspecified pelvis, sequela"
2024,N02.B,N02.B Recurrent and persistent immunoglobulin A nephropathy,,Recurrent and persistent immunoglobulin A nephropathy
2024,N02.B1,N02.B1 Recurrent and persistent immunoglobulin A nephropathy with glomerular lesion,,Recurrent and persistent immunoglobulin A nephropathy with glomerular lesion
2024,N02.B2,N02.B2 Recurrent and persistent immunoglobulin A nephropathy with focal and segmental glomerular lesion,,Recurrent and persistent immunoglobulin A nephropathy with focal and segmental glomerular lesion
2024,N02.B3,N02.B3 Recurrent and persistent immunoglobulin A nephropathy with diffuse membranoproliferative glomerulonephritis,,Recurrent and persistent immunoglobulin A nephropathy with diffuse membranoproliferative glomerulonephritis
2024,N02.B4,N02.B4 Recurrent and persistent immunoglobulin A nephropathy with diffuse membranous glomerulonephritis,,Recurrent and persistent immunoglobulin A nephropathy with diffuse membranous glomerulonephritis
2024,N02.B5,N02.B5 Recurrent and persistent immunoglobulin A nephropathy with diffuse mesangial proliferative glomerulonephritis,,Recurrent and persistent immunoglobulin A nephropathy with diffuse mesangial proliferative glomerulonephritis
2024,N02.B6,N02.B6 Recurrent and persistent immunoglobulin A nephropathy with diffuse mesangiocapillary glomerulonephritis,,Recurrent and persistent immunoglobulin A nephropathy with diffuse mesangiocapillary glomerulonephritis
2024,N02.B9,N02.B9 Other recurrent and persistent immunoglobulin A nephropathy,,Other recurrent and persistent immunoglobulin A nephropathy
2024,N04.2,N04.2 Nephrotic syndrome with diffuse membranous glomerulonephritis,,Nephrotic syndrome with diffuse membranous glomerulonephritis
2024,N04.20,"N04.20 Nephrotic syndrome with diffuse membranous glomerulonephritis, unspecified",,"Nephrotic syndrome with diffuse membranous glomerulonephritis, unspecified"
2024,N04.21,N04.21 Primary membranous nephropathy with nephrotic syndrome,,Primary membranous nephropathy with nephrotic syndrome
2024,N04.22,N04.22 Secondary membranous nephropathy with nephrotic syndrome,,Secondary membranous nephropathy with nephrotic syndrome
2024,N04.29,N04.29 Other nephrotic syndrome with diffuse membranous glomerulonephritis,,Other nephrotic syndrome with diffuse membranous glomerulonephritis
2024,N06.2,N06.2 Isolated proteinuria with diffuse membranous glomerulonephritis,,Isolated proteinuria with diffuse membranous glomerulonephritis
2024,N06.20,"N06.20 Isolated proteinuria with diffuse membranous glomerulonephritis, unspecified",,"Isolated proteinuria with diffuse membranous glomerulonephritis, unspecified"
2024,N06.21,N06.21 Primary membranous nephropathy with isolated proteinuria,,Primary membranous nephropathy with isolated proteinuria
2024,N06.22,N06.22 Secondary membranous nephropathy with isolated proteinuria,,Secondary membranous nephropathy with isolated proteinuria
2024,N06.29,N06.29 Other isolated proteinuria with diffuse membranous glomerulonephritis,,Other isolated proteinuria with diffuse membranous glomerulonephritis
2024,O26.64,O26.64 Intrahepatic cholestasis of pregnancy,,Intrahepatic cholestasis of pregnancy
2024,O26.641,"O26.641 Intrahepatic cholestasis of pregnancy, first trimester",,"Intrahepatic cholestasis of pregnancy, first trimester"
2024,O26.642,"O26.642 Intrahepatic cholestasis of pregnancy, second trimester",,"Intrahepatic cholestasis of pregnancy, second trimester"
2024,O26.643,"O26.643 Intrahepatic cholestasis of pregnancy, third trimester",,"Intrahepatic cholestasis of pregnancy, third trimester"
2024,O26.649,"O26.649 Intrahepatic cholestasis of pregnancy, unspecified trimester",,"Intrahepatic cholestasis of pregnancy, unspecified trimester"
2024,O90.4,O90.4 Postpartum acute kidney failure,,Postpartum acute kidney failure
2024,O90.41,O90.41 Hepatorenal syndrome following labor and delivery,,Hepatorenal syndrome following labor and delivery
2024,O90.49,O90.49 Other postpartum acute kidney failure,,Other postpartum acute kidney failure
2024,Q44.7,Q44.7 Other congenital malformations of liver,,Other congenital malformations of liver
2024,Q44.70,"Q44.70 Other congenital malformation of liver, unspecified",,"Other congenital malformation of liver, unspecified"
2024,Q44.71,Q44.71 Alagille syndrome,,Alagille syndrome
2024,Q44.79,Q44.79 Other congenital malformations of liver,,Other congenital malformations of liver
2024,Q75.0,Q75.0 Craniosynostosis,,Craniosynostosis
2024,Q75.00,Q75.00 Craniosynostosis unspecified,,Craniosynostosis unspecified
2024,Q75.001,"Q75.001 Craniosynostosis unspecified, unilateral",,"Craniosynostosis unspecified, unilateral"
2024,Q75.002,"Q75.002 Craniosynostosis unspecified, bilateral",,"Craniosynostosis unspecified, bilateral"
2024,Q75.009,Q75.009 Craniosynostosis unspecified,,Craniosynostosis unspecified
2024,Q75.01,Q75.01 Sagittal craniosynostosis,,Sagittal craniosynostosis
2024,Q75.02,Q75.02 Coronal craniosynostosis,,Coronal craniosynostosis
2024,Q75.021,Q75.021 Coronal craniosynostosis unilateral,,Coronal craniosynostosis unilateral
2024,Q75.022,Q75.022 Coronal craniosynostosis bilateral,,Coronal craniosynostosis bilateral
2024,Q75.029,Q75.029 Coronal craniosynostosis unspecified,,Coronal craniosynostosis unspecified
2024,Q75.03,Q75.03 Metopic craniosynostosis,,Metopic craniosynostosis
2024,Q75.04,Q75.04 Lambdoid craniosynostosis,,Lambdoid craniosynostosis
2024,Q75.041,"Q75.041 Lambdoid craniosynostosis, unilateral",,"Lambdoid craniosynostosis, unilateral"
2024,Q75.042,"Q75.042 Lambdoid craniosynostosis, bilateral",,"Lambdoid craniosynostosis, bilateral"
2024,Q75.049,"Q75.049 Lambdoid craniosynostosis, unspecified",,"Lambdoid craniosynostosis, unspecified"
2024,Q75.05,Q75.05 Multi-suture craniosynostosis,,Multi-suture craniosynostosis
2024,Q75.051,Q75.051 Cloverleaf skull,,Cloverleaf skull
2024,Q75.052,Q75.052 Pansynostosis,,Pansynostosis
2024,Q75.058,Q75.058 Other multi-suture craniosynostosis,,Other multi-suture craniosynostosis
2024,Q75.08,Q75.08 Other single-suture craniosynostosis,,Other single-suture craniosynostosis
